c_raw,change_mean,before_znorm,after_mean,page_qnum,topic,n_bin,e_bin,change_raw,n_znorm,a_raw,ffvalue,o_znorm,before_bin,c_znorm,WorkerId,before_mean,c_bin,o_bin,entrenched,before_raw,n_raw,e_raw,a_bin,e_znorm,change_bin,change_znorm,o_raw,a_znorm
4,0.0725,0.399288865,2.412,10_1,guncontrol,middle,middle,-0.02,-0.352911841,5.5,4.333333,-0.179756964,middle,-1.432611542,428,2.4845,low,middle,FALSE,3.05,4.5,4.5,middle,0.027153469,middle,-0.096086654,5.5,0.111152933
5,0.0725,-0.963447668,2.412,10_1,guncontrol,middle,middle,-0.02,-0.352911841,4.5,4.333333,-1.617812673,middle,-0.57430683,203,2.4845,middle,low,TRUE,1.12,4.5,5,middle,0.396440648,middle,-0.096086654,4,-0.684468061
7,0.0725,-0.97756929,2.412,10_1,guncontrol,middle,middle,-0.03,0.754688399,6.5,4.333333,0.778946843,middle,1.142302595,343,2.4845,high,middle,TRUE,1.1,6,4.5,middle,0.027153469,middle,-0.106474401,6.5,0.906773927
7,0.0725,-1.0481774,2.412,10_1,guncontrol,middle,high,0,0.754688399,5.5,4.333333,0.778946843,low,1.142302595,555,2.4845,high,middle,TRUE,1,6,7,middle,1.873589362,middle,-0.075311161,6.5,0.111152933
6,0.0725,0.56874833,2.412,10_1,guncontrol,low,low,-0.12,-1.460512081,4,4.333333,-0.179756964,middle,0.283997883,392,2.4845,middle,middle,FALSE,3.29,3,2.5,low,-1.449995246,middle,-0.199964118,5.5,-1.082278558
6.5,-0.1175,1.091490796,3.4235,10_2,gaymarriage,middle,high,0.18,0.385488319,5,-3.833333,-0.659108867,high,0.713150239,148,3.306,middle,middle,TRUE,4.94,5.5,6,middle,1.135015005,middle,0.321812791,5,-0.286657564
6.5,-0.1175,-1.433500152,3.4235,10_2,gaymarriage,middle,middle,-0.08,0.754688399,6.5,-3.833333,0.778946843,low,0.713150239,508,3.306,middle,middle,TRUE,1.16,6,4,middle,-0.34213371,middle,0.040564638,6.5,0.906773927
4,-0.1175,0.216427796,3.4235,10_2,gaymarriage,middle,middle,0.97,-0.352911841,4,-3.833333,-1.13846077,middle,-1.432611542,258,3.306,low,low,FALSE,3.63,4.5,4.5,low,0.027153469,high,1.17637449,4.5,-1.082278558
4.5,-0.1175,1.071451185,3.4235,10_2,gaymarriage,high,middle,0,1.123888479,6,-3.833333,1.258298746,high,-1.003459186,424,3.306,low,high,TRUE,4.91,6.5,4,middle,-0.34213371,middle,0.127102531,7,0.50896343
3.5,-0.1175,0.650619361,3.4235,10_2,gaymarriage,middle,middle,-0.31,-0.352911841,4,-3.833333,-1.13846077,middle,-1.861763899,692,3.306,low,low,FALSE,4.28,4.5,3.5,low,-0.711420888,middle,-0.208231806,4.5,-1.082278558
5.5,-0.1175,1.131570017,3.4235,10_2,gaymarriage,low,low,0,-2.568112322,2,-3.833333,-0.659108867,high,-0.145154473,499,3.306,middle,middle,TRUE,5,1.5,3,low,-1.080708067,middle,0.127102531,5,-2.673520545
6,-0.1175,0.490302475,3.4235,10_2,gaymarriage,middle,middle,0.02,-0.352911841,5,-3.833333,0.299594939,middle,0.283997883,85,3.306,middle,middle,FALSE,4.04,4.5,5.5,middle,0.765727826,middle,0.148737004,6,-0.286657564
6,-0.1175,0.042751169,3.4235,10_2,gaymarriage,middle,middle,0.05,-0.722111921,5.5,-3.833333,0.778946843,middle,0.283997883,59,3.306,middle,middle,FALSE,3.37,4,3.5,middle,-0.711420888,middle,0.181188715,6.5,0.111152933
5.5,-0.1175,1.131570017,3.4235,10_2,gaymarriage,middle,middle,0,0.016288239,6.5,-3.833333,-1.13846077,high,-0.145154473,321,3.306,middle,low,TRUE,5,5,4,middle,-0.34213371,middle,0.127102531,4.5,0.906773927
4.5,-0.1175,-0.037407273,3.4235,10_2,gaymarriage,middle,middle,0.09,-0.352911841,4.5,-3.833333,-1.13846077,middle,-1.003459186,68,3.306,low,low,FALSE,3.25,4.5,3.5,middle,-0.711420888,middle,0.224457661,4.5,-0.684468061
6,-0.1175,-1.540378076,3.4235,10_2,gaymarriage,high,middle,-4,1.123888479,5,-3.833333,-0.179756964,low,0.283997883,304,3.306,middle,middle,TRUE,1,6.5,5,middle,0.396440648,low,-4.199792144,5.5,-0.286657564
6.5,-0.1175,-0.752153388,3.4235,10_2,gaymarriage,low,middle,0.13,-1.091312001,3,-3.833333,0.778946843,middle,0.713150239,393,3.306,middle,middle,FALSE,2.18,3.5,4,low,-0.34213371,middle,0.267726608,6.5,-1.877899551
6.5,-0.1175,-1.540378076,3.4235,10_2,gaymarriage,middle,middle,0,0.016288239,7,-3.833333,0.778946843,low,0.713150239,261,3.306,middle,middle,TRUE,1,5,5.5,high,0.765727826,middle,0.127102531,6.5,1.304584424
7,-0.1175,1.051411575,3.4235,10_2,gaymarriage,middle,low,0.1,0.016288239,7,-3.833333,1.258298746,high,1.142302595,269,3.306,high,high,TRUE,4.88,5,3,high,-1.080708067,middle,0.235274898,7,1.304584424
6,-0.1175,-1.493618984,3.4235,10_2,gaymarriage,high,high,0.04,1.493088559,3.5,-3.833333,1.258298746,low,0.283997883,591,3.306,middle,high,TRUE,1.07,7,6.5,low,1.504302184,middle,0.170371478,7,-1.480089055
4,-0.1175,0.92449404,3.4235,10_2,gaymarriage,middle,middle,0.01,-0.352911841,5.5,-3.833333,-0.179756964,middle,-1.432611542,428,3.306,low,middle,TRUE,4.69,4.5,4.5,middle,0.027153469,middle,0.137919768,5.5,0.111152933
5,-0.1175,0.436863513,3.4235,10_2,gaymarriage,middle,middle,0.09,-0.352911841,4.5,-3.833333,-1.617812673,middle,-0.57430683,203,3.306,middle,low,FALSE,3.96,4.5,5,middle,0.396440648,middle,0.224457661,4,-0.684468061
7,-0.1175,-0.311281953,3.4235,10_2,gaymarriage,middle,middle,-0.12,0.754688399,6.5,-3.833333,0.778946843,middle,1.142302595,343,3.306,high,middle,FALSE,2.84,6,4.5,middle,0.027153469,middle,-0.002704309,6.5,0.906773927
7,-0.1175,-1.540378076,3.4235,10_2,gaymarriage,middle,high,0,0.754688399,5.5,-3.833333,0.778946843,low,1.142302595,555,3.306,high,middle,TRUE,1,6,7,middle,1.873589362,middle,0.127102531,6.5,0.111152933
6,-0.1175,0.410144032,3.4235,10_2,gaymarriage,low,low,0.48,-1.460512081,4,-3.833333,-0.179756964,middle,0.283997883,392,3.306,middle,middle,FALSE,3.92,3,2.5,low,-1.449995246,middle,0.646329892,5.5,-1.082278558
6.5,0.321,0.471687163,4.0945,10_3,climatechange,middle,high,0.04,0.385488319,5,3.8,-0.659108867,middle,0.713150239,148,4.4155,middle,middle,TRUE,4.7,5.5,6,middle,1.135015005,middle,-0.282116712,5,-0.286657564
6.5,0.321,0.521425704,4.0945,10_3,climatechange,middle,middle,0.16,0.754688399,6.5,3.8,0.778946843,middle,0.713150239,508,4.4155,middle,middle,TRUE,4.73,6,4,middle,-0.34213371,middle,-0.161639824,6.5,0.906773927
4,0.321,-1.650490583,4.0945,10_3,climatechange,middle,middle,0.01,-0.352911841,4,3.8,-1.13846077,low,-1.432611542,258,4.4155,low,low,FALSE,3.42,4.5,4.5,low,0.027153469,middle,-0.312235934,4.5,-1.082278558
4.5,0.321,0.040619808,4.0945,10_3,climatechange,high,middle,0.26,1.123888479,6,3.8,1.258298746,middle,-1.003459186,424,4.4155,low,high,FALSE,4.44,6.5,4,middle,-0.34213371,middle,-0.061242418,7,0.50896343
3.5,0.321,-0.125175328,4.0945,10_3,climatechange,middle,middle,-0.21,-0.352911841,4,3.8,-1.13846077,middle,-1.861763899,692,4.4155,low,low,FALSE,4.34,4.5,3.5,low,-0.711420888,middle,-0.533110228,4.5,-1.082278558
5.5,0.321,0.969072572,4.0945,10_3,climatechange,low,low,0,-2.568112322,2,3.8,-0.659108867,middle,-0.145154473,499,4.4155,middle,middle,TRUE,5,1.5,3,low,-1.080708067,middle,-0.322275675,5,-2.673520545
6,0.321,0.521425704,4.0945,10_3,climatechange,middle,middle,0.21,-0.352911841,5,3.8,0.299594939,middle,0.283997883,85,4.4155,middle,middle,TRUE,4.73,4.5,5.5,middle,0.765727826,middle,-0.111441121,6,-0.286657564
6,0.321,-0.854673928,4.0945,10_3,climatechange,middle,middle,-0.2,-0.722111921,5.5,3.8,0.778946843,middle,0.283997883,59,4.4155,middle,middle,FALSE,3.9,4,3.5,middle,-0.711420888,middle,-0.523070488,6.5,0.111152933
5.5,0.321,0.604323272,4.0945,10_3,climatechange,middle,middle,-0.22,0.016288239,6.5,3.8,-1.13846077,middle,-0.145154473,321,4.4155,middle,low,TRUE,4.78,5,4,middle,-0.34213371,middle,-0.543149969,4.5,0.906773927
4.5,0.321,-2.910533619,4.0945,10_3,climatechange,middle,middle,-0.81,-0.352911841,4.5,3.8,-1.13846077,low,-1.003459186,68,4.4155,low,low,FALSE,2.66,4.5,3.5,middle,-0.711420888,low,-1.135494667,4.5,-0.684468061
6,0.321,0.969072572,4.0945,10_3,climatechange,high,middle,4,1.123888479,5,3.8,-0.179756964,middle,0.283997883,304,4.4155,middle,middle,TRUE,5,6.5,5,middle,0.396440648,high,3.693620585,5.5,-0.286657564
6.5,0.321,-0.208072896,4.0945,10_3,climatechange,low,middle,-0.06,-1.091312001,3,3.8,0.778946843,middle,0.713150239,393,4.4155,middle,middle,FALSE,4.29,3.5,4,low,-0.34213371,middle,-0.382514119,6.5,-1.877899551
6.5,0.321,0.969072572,4.0945,10_3,climatechange,middle,middle,0,0.016288239,7,3.8,0.778946843,middle,0.713150239,261,4.4155,middle,middle,TRUE,5,5,5.5,high,0.765727826,middle,-0.322275675,6.5,1.304584424
7,0.321,-1.368638851,4.0945,10_3,climatechange,middle,low,1.27,0.016288239,7,3.8,1.258298746,low,1.142302595,269,4.4155,high,high,FALSE,3.59,5,3,high,-1.080708067,middle,0.952771388,7,1.304584424
6,0.321,0.438528136,4.0945,10_3,climatechange,high,high,-0.05,1.493088559,3.5,3.8,1.258298746,middle,0.283997883,591,4.4155,middle,high,TRUE,4.68,7,6.5,low,1.504302184,middle,-0.372474378,7,-1.480089055
4,0.321,0.571164245,4.0945,10_3,climatechange,middle,middle,0.1,-0.352911841,5.5,3.8,-0.179756964,middle,-1.432611542,428,4.4155,low,middle,TRUE,4.76,4.5,4.5,middle,0.027153469,middle,-0.221878268,5.5,0.111152933
5,0.321,-0.672299278,4.0945,10_3,climatechange,middle,middle,0.17,-0.352911841,4.5,3.8,-1.617812673,middle,-0.57430683,203,4.4155,middle,low,FALSE,4.01,4.5,5,middle,0.396440648,middle,-0.151600084,4,-0.684468061
7,0.321,0.32247154,4.0945,10_3,climatechange,middle,middle,-0.07,0.754688399,6.5,3.8,0.778946843,middle,1.142302595,343,4.4155,high,middle,TRUE,4.61,6,4.5,middle,0.027153469,middle,-0.392553859,6.5,0.906773927
7,0.321,0.969072572,4.0945,10_3,climatechange,middle,high,0,0.754688399,5.5,3.8,0.778946843,middle,1.142302595,555,4.4155,high,middle,TRUE,5,6,7,middle,1.873589362,middle,-0.322275675,6.5,0.111152933
6,0.321,0.421948622,4.0945,10_3,climatechange,low,low,1.82,-1.460512081,4,3.8,-0.179756964,middle,0.283997883,392,4.4155,middle,middle,TRUE,4.67,3,2.5,low,-1.449995246,high,1.504957123,5.5,-1.082278558
6.5,0.39,0.574582594,3.647,10_4,abortion,middle,high,-0.08,0.385488319,5,-4,-0.659108867,middle,0.713150239,148,4.037,middle,middle,TRUE,4.64,5.5,6,middle,1.135015005,middle,-0.407290652,5,-0.286657564
6.5,0.39,0.526938929,3.647,10_4,abortion,middle,middle,0.04,0.754688399,6.5,-4,0.778946843,middle,0.713150239,508,4.037,middle,middle,TRUE,4.59,6,4,middle,-0.34213371,middle,-0.303301549,6.5,0.906773927
4,0.39,-0.016198846,3.647,10_4,abortion,middle,middle,0.13,-0.352911841,4,-4,-1.13846077,middle,-1.432611542,258,4.037,low,low,FALSE,4.02,4.5,4.5,low,0.027153469,middle,-0.225309722,4.5,-1.082278558
4.5,0.39,0.889030779,3.647,10_4,abortion,high,middle,0.03,1.123888479,6,-4,1.258298746,middle,-1.003459186,424,4.037,low,high,TRUE,4.97,6.5,4,middle,-0.34213371,middle,-0.311967308,7,0.50896343
3.5,0.39,0.222019476,3.647,10_4,abortion,middle,middle,-0.32,-0.352911841,4,-4,-1.13846077,middle,-1.861763899,692,4.037,low,low,FALSE,4.27,4.5,3.5,low,-0.711420888,middle,-0.615268857,4.5,-1.082278558
5.5,0.39,-0.892842272,3.647,10_4,abortion,low,low,-0.05,-2.568112322,2,-4,-0.659108867,middle,-0.145154473,499,4.037,middle,middle,FALSE,3.1,1.5,3,low,-1.080708067,middle,-0.381293376,5,-2.673520545
6,0.39,0.917616978,3.647,10_4,abortion,middle,middle,0.11,-0.352911841,5,-4,0.299594939,middle,0.283997883,85,4.037,middle,middle,TRUE,5,4.5,5.5,middle,0.765727826,middle,-0.242641239,6,-0.286657564
6,0.39,-1.178704259,3.647,10_4,abortion,middle,middle,-0.03,-0.722111921,5.5,-4,0.778946843,low,0.283997883,59,4.037,middle,middle,FALSE,2.8,4,3.5,middle,-0.711420888,middle,-0.363961859,6.5,0.111152933
5.5,0.39,0.917616978,3.647,10_4,abortion,middle,middle,0,0.016288239,6.5,-4,-1.13846077,middle,-0.145154473,321,4.037,middle,low,TRUE,5,5,4,middle,-0.34213371,middle,-0.337964583,4.5,0.906773927
4.5,0.39,-0.683210149,3.647,10_4,abortion,middle,middle,-0.12,-0.352911841,4.5,-4,-1.13846077,middle,-1.003459186,68,4.037,low,low,FALSE,3.32,4.5,3.5,middle,-0.711420888,middle,-0.441953686,4.5,-0.684468061
6,0.39,0.917616978,3.647,10_4,abortion,high,middle,4,1.123888479,5,-4,-0.179756964,middle,0.283997883,304,4.037,middle,middle,TRUE,5,6.5,5,middle,0.396440648,high,3.128338834,5.5,-0.286657564
6.5,0.39,-1.788543164,3.647,10_4,abortion,low,middle,0,-1.091312001,3,-4,0.778946843,low,0.713150239,393,4.037,middle,middle,FALSE,2.16,3.5,4,low,-0.34213371,middle,-0.337964583,6.5,-1.877899551
6.5,0.39,-0.121014908,3.647,10_4,abortion,middle,middle,-0.02,0.016288239,7,-4,0.778946843,middle,0.713150239,261,4.037,middle,middle,FALSE,3.91,5,5.5,high,0.765727826,middle,-0.3552961,6.5,1.304584424
7,0.39,0.822329649,3.647,10_4,abortion,middle,low,-0.06,0.016288239,7,-4,1.258298746,middle,1.142302595,269,4.037,high,high,TRUE,4.9,5,3,high,-1.080708067,middle,-0.389959134,7,1.304584424
6,0.39,0.622226258,3.647,10_4,abortion,high,high,3.62,1.493088559,3.5,-4,1.258298746,middle,0.283997883,591,4.037,middle,high,TRUE,4.69,7,6.5,low,1.504302184,high,2.799040009,7,-1.480089055
4,0.39,0.593640059,3.647,10_4,abortion,middle,middle,-0.08,-0.352911841,5.5,-4,-0.179756964,middle,-1.432611542,428,4.037,low,middle,TRUE,4.66,4.5,4.5,middle,0.027153469,middle,-0.407290652,5.5,0.111152933
5,0.39,-0.101957442,3.647,10_4,abortion,middle,middle,0.05,-0.352911841,4.5,-4,-1.617812673,middle,-0.57430683,203,4.037,middle,low,FALSE,3.93,4.5,5,middle,0.396440648,middle,-0.29463579,4,-0.684468061
7,0.39,0.593640059,3.647,10_4,abortion,middle,middle,-0.05,0.754688399,6.5,-4,0.778946843,middle,1.142302595,343,4.037,high,middle,TRUE,4.66,6,4.5,middle,0.027153469,middle,-0.381293376,6.5,0.906773927
7,0.39,-2.89387618,3.647,10_4,abortion,middle,high,0,0.754688399,5.5,-4,0.778946843,low,1.142302595,555,4.037,high,middle,TRUE,1,6,7,middle,1.873589362,middle,-0.337964583,6.5,0.111152933
6,0.39,0.079088483,3.647,10_4,abortion,low,low,0.63,-1.460512081,4,-4,-0.179756964,middle,0.283997883,392,4.037,middle,middle,FALSE,4.12,3,2.5,low,-1.449995246,middle,0.207978205,5.5,-1.082278558
6.5,0.0795,-2.161362414,3.774,10_5,evolution,middle,high,-0.07,0.385488319,5,4.2,-0.659108867,low,0.713150239,148,3.8535,middle,middle,TRUE,1,5.5,6,middle,1.135015005,middle,-0.330719232,5,-0.286657564
6.5,0.0795,0.504835482,3.774,10_5,evolution,middle,middle,-0.03,0.754688399,6.5,4.2,0.778946843,middle,0.713150239,508,3.8535,middle,middle,TRUE,4.52,6,4,middle,-0.34213371,middle,-0.242232481,6.5,0.906773927
4,0.0795,0.050369932,3.774,10_5,evolution,middle,middle,1.75,-0.352911841,4,4.2,-1.13846077,middle,-1.432611542,258,3.8535,low,low,FALSE,3.92,4.5,4.5,low,0.027153469,high,3.695427938,4.5,-1.082278558
4.5,0.0795,0.701770554,3.774,10_5,evolution,high,middle,0.02,1.123888479,6,4.2,1.258298746,middle,-1.003459186,424,3.8535,low,high,TRUE,4.78,6.5,4,middle,-0.34213371,middle,-0.131624042,7,0.50896343
3.5,0.0795,0.52755876,3.774,10_5,evolution,middle,middle,-0.26,-0.352911841,4,4.2,-1.13846077,middle,-1.861763899,692,3.8535,low,low,TRUE,4.55,4.5,3.5,low,-0.711420888,middle,-0.751031299,4.5,-1.082278558
5.5,0.0795,0.868407923,3.774,10_5,evolution,low,low,0,-2.568112322,2,4.2,-0.659108867,middle,-0.145154473,499,3.8535,middle,middle,TRUE,5,1.5,3,low,-1.080708067,middle,-0.175867418,5,-2.673520545
6,0.0795,0.376070243,3.774,10_5,evolution,middle,middle,0.53,-0.352911841,5,4.2,0.299594939,middle,0.283997883,85,3.8535,middle,middle,FALSE,4.35,4.5,5.5,middle,0.765727826,middle,0.996582033,6,-0.286657564
6,0.0795,0.16398632,3.774,10_5,evolution,middle,middle,-0.24,-0.722111921,5.5,4.2,0.778946843,middle,0.283997883,59,3.8535,middle,middle,FALSE,4.07,4,3.5,middle,-0.711420888,middle,-0.706787923,6.5,0.111152933
5.5,0.0795,0.868407923,3.774,10_5,evolution,middle,middle,0,0.016288239,6.5,4.2,-1.13846077,middle,-0.145154473,321,3.8535,middle,low,TRUE,5,5,4,middle,-0.34213371,middle,-0.175867418,4.5,0.906773927
4.5,0.0795,-0.987326409,3.774,10_5,evolution,middle,middle,-0.6,-0.352911841,4.5,4.2,-1.13846077,middle,-1.003459186,68,3.8535,low,low,FALSE,2.55,4.5,3.5,middle,-0.711420888,low,-1.503168682,4.5,-0.684468061
6,0.0795,-2.161362414,3.774,10_5,evolution,high,middle,0,1.123888479,5,4.2,-0.179756964,low,0.283997883,304,3.8535,middle,middle,TRUE,1,6.5,5,middle,0.396440648,middle,-0.175867418,5.5,-0.286657564
6.5,0.0795,0.16398632,3.774,10_5,evolution,low,middle,-0.17,-1.091312001,3,4.2,0.778946843,middle,0.713150239,393,3.8535,middle,middle,FALSE,4.07,3.5,4,low,-0.34213371,middle,-0.551936109,6.5,-1.877899551
6.5,0.0795,0.868407923,3.774,10_5,evolution,middle,middle,0,0.016288239,7,4.2,0.778946843,middle,0.713150239,261,3.8535,middle,middle,TRUE,5,5,5.5,high,0.765727826,middle,-0.175867418,6.5,1.304584424
7,0.0795,-0.282904805,3.774,10_5,evolution,middle,low,0.56,0.016288239,7,4.2,1.258298746,middle,1.142302595,269,3.8535,high,high,FALSE,3.48,5,3,high,-1.080708067,high,1.062947096,7,1.304584424
6,0.0795,-2.100767008,3.774,10_5,evolution,high,high,-0.01,1.493088559,3.5,4.2,1.258298746,low,0.283997883,591,3.8535,middle,high,TRUE,1.08,7,6.5,low,1.504302184,middle,-0.197989105,7,-1.480089055
4,0.0795,0.633600722,3.774,10_5,evolution,middle,middle,0.01,-0.352911841,5.5,4.2,-0.179756964,middle,-1.432611542,428,3.8535,low,middle,TRUE,4.69,4.5,4.5,middle,0.027153469,middle,-0.15374573,5.5,0.111152933
5,0.0795,0.110965339,3.774,10_5,evolution,middle,middle,0.18,-0.352911841,4.5,4.2,-1.617812673,middle,-0.57430683,203,3.8535,middle,low,FALSE,4,4.5,5,middle,0.396440648,middle,0.222322962,4,-0.684468061
7,0.0795,0.648749573,3.774,10_5,evolution,middle,middle,-0.03,0.754688399,6.5,4.2,0.778946843,middle,1.142302595,343,3.8535,high,middle,TRUE,4.71,6,4.5,middle,0.027153469,middle,-0.242232481,6.5,0.906773927
7,0.0795,0.868407923,3.774,10_5,evolution,middle,high,0,0.754688399,5.5,4.2,0.778946843,middle,1.142302595,555,3.8535,high,middle,TRUE,5,6,7,middle,1.873589362,middle,-0.175867418,6.5,0.111152933
6,0.0795,0.338198114,3.774,10_5,evolution,low,low,-0.05,-1.460512081,4,4.2,-0.179756964,middle,0.283997883,392,3.8535,middle,middle,FALSE,4.3,3,2.5,low,-1.449995246,middle,-0.286475856,5.5,-1.082278558
6.5,0.2,-0.803210874,1.986,11_1,guncontrol,middle,high,-0.02,0.385488319,5,4.166667,-0.659108867,middle,0.713150239,148,2.186,middle,middle,TRUE,1.09,5.5,6,middle,1.135015005,middle,-0.319411347,5,-0.286657564
6.5,0.2,1.615216027,1.986,11_1,guncontrol,middle,middle,-0.18,0.754688399,6.5,4.166667,0.778946843,high,0.713150239,508,2.186,middle,middle,FALSE,4.39,6,4,middle,-0.34213371,middle,-0.551710509,6.5,0.906773927
4,0.2,-0.502739653,1.986,11_1,guncontrol,middle,middle,-0.22,-0.352911841,4,4.166667,-1.13846077,middle,-1.432611542,258,2.186,low,low,TRUE,1.5,4.5,4.5,low,0.027153469,middle,-0.609785299,4.5,-1.082278558
4.5,0.2,-0.099668503,1.986,11_1,guncontrol,high,middle,-0.19,1.123888479,6,4.166667,1.258298746,middle,-1.003459186,424,2.186,low,high,FALSE,2.05,6.5,4,middle,-0.34213371,middle,-0.566229207,7,0.50896343
5.5,0.2,-0.869167971,1.986,11_1,guncontrol,low,low,-0.01,-2.568112322,2,4.166667,-0.659108867,middle,-0.145154473,499,2.186,middle,middle,TRUE,1,1.5,3,low,-1.080708067,middle,-0.30489265,5,-2.673520545
6,0.2,0.875030824,1.986,11_1,guncontrol,middle,middle,-0.06,-0.352911841,5,4.166667,0.299594939,middle,0.283997883,85,2.186,middle,middle,FALSE,3.38,4.5,5.5,middle,0.765727826,middle,-0.377486138,6,-0.286657564
6,0.2,-0.722596644,1.986,11_1,guncontrol,middle,middle,0,-0.722111921,5.5,4.166667,0.778946843,middle,0.283997883,59,2.186,middle,middle,TRUE,1.2,4,3.5,middle,-0.711420888,middle,-0.290373952,6.5,0.111152933
5.5,0.2,1.116873514,1.986,11_1,guncontrol,middle,middle,0.27,0.016288239,6.5,4.166667,-1.13846077,high,-0.145154473,321,2.186,middle,low,FALSE,3.71,5,4,middle,-0.34213371,middle,0.101630883,4.5,0.906773927
4.5,0.2,0.80174516,1.986,11_1,guncontrol,middle,middle,0.13,-0.352911841,4.5,4.166667,-1.13846077,middle,-1.003459186,68,2.186,low,low,FALSE,3.28,4.5,3.5,middle,-0.711420888,middle,-0.101630883,4.5,-0.684468061
6,0.2,1.84973015,1.986,11_1,guncontrol,middle,middle,1.14,0.385488319,6,4.166667,-0.179756964,high,0.283997883,253,2.186,middle,middle,TRUE,4.71,5.5,4,middle,-0.34213371,high,1.364757575,5.5,0.50896343
6.5,0.2,1.959658646,1.986,11_1,guncontrol,middle,middle,2.96,0.016288239,7,4.166667,0.778946843,high,0.713150239,261,2.186,middle,middle,TRUE,4.86,5,5.5,high,0.765727826,high,4.007160539,6.5,1.304584424
5,0.2,-0.803210874,1.986,11_1,guncontrol,middle,middle,-0.01,0.385488319,3,4.166667,-0.179756964,middle,-0.57430683,139,2.186,middle,middle,TRUE,1.09,5.5,4,low,-0.34213371,middle,-0.30489265,5.5,-1.877899551
6,0.2,-0.854510838,1.986,11_1,guncontrol,high,high,0.02,1.493088559,3.5,4.166667,1.258298746,middle,0.283997883,591,2.186,middle,high,TRUE,1.02,7,6.5,low,1.504302184,middle,-0.261336557,7,-1.480089055
4,0.2,0.684488098,1.986,11_1,guncontrol,middle,middle,0.03,-0.352911841,5.5,4.166667,-0.179756964,middle,-1.432611542,428,2.186,low,middle,FALSE,3.12,4.5,4.5,middle,0.027153469,middle,-0.246817859,5.5,0.111152933
7,0.2,-0.854510838,1.986,11_1,guncontrol,middle,middle,0.01,0.385488319,6.5,4.166667,0.299594939,middle,1.142302595,284,2.186,high,middle,TRUE,1.02,5.5,4,middle,-0.34213371,middle,-0.275855254,6,0.906773927
5,0.2,-0.685953812,1.986,11_1,guncontrol,middle,middle,0.06,-0.352911841,4.5,4.166667,-1.617812673,middle,-0.57430683,203,2.186,middle,low,TRUE,1.25,4.5,5,middle,0.396440648,middle,-0.203261766,4,-0.684468061
6.5,0.2,-0.121654202,1.986,11_1,guncontrol,middle,middle,0.1,-0.722111921,6,4.166667,-0.179756964,middle,0.713150239,694,2.186,middle,middle,FALSE,2.02,4,4,middle,-0.34213371,middle,-0.145186976,5.5,0.50896343
7,0.2,-0.869167971,1.986,11_1,guncontrol,middle,high,0,0.754688399,5.5,4.166667,0.778946843,middle,1.142302595,555,2.186,high,middle,TRUE,1,6,7,middle,1.873589362,middle,-0.290373952,6.5,0.111152933
7,0.2,-0.847182272,1.986,11_1,guncontrol,middle,low,-0.03,0.016288239,7,4.166667,1.258298746,middle,1.142302595,269,2.186,high,high,TRUE,1.03,5,3,high,-1.080708067,middle,-0.333930045,7,1.304584424
6,0.2,-0.869167971,1.986,11_1,guncontrol,low,low,0,-2.937312402,6,4.166667,-3.055868383,middle,0.283997883,180,2.186,middle,low,TRUE,1,1,1.5,middle,-2.188569603,middle,-0.290373952,2.5,0.50896343
